Version	GMID-X v 1.2
Chemistry Kit	NetBio_Panels_IDX_v1.2
BinSet Name	NetBio_Bins_IDX_v1.2
Panel Name	NetBio_Panels_IDX_v1.2
Marker Name	AMEL
31	236.11	0.4	0.4	
31.1	237.11	0.4	0.4	virtual
31.2	238.11	0.4	0.4	
31.3	239.11	0.4	0.4	virtual
32	240.11	0.4	0.4	
32.1	241.11	0.4	0.4	virtual
32.2	242.11	0.4	0.4	
32.3	243.14	0.4	0.4	virtual
33	244.19	0.4	0.4	
33.1	245.15	0.4	0.4	virtual
33.2	246.1	0.4	0.4	
33.3	247.01	0.4	0.4	virtual
34	248.01	0.4	0.4	
34.1	249.08	0.4	0.4	virtual
34.2	250.08	0.4	0.4	
34.3	250.99	0.4	0.4	virtual
35	251.99	0.4	0.4	
35.1	252.99	0.4	0.4	virtual
35.2	254.07	0.4	0.5	
36	256.06	0.5	0.4	
36.1	257.06	0.4	0.4	virtual
36.2	258.06	0.4	0.5	virtual
37	259.95	0.5	0.5	
37.2	261.95	0.5	0.5	virtual
38	263.91	0.5	0.5	
38.2	265.91	0.5	0.5	virtual
39	267.91	0.5	0.5	virtual
Marker Name	D7S820
5	275.16	0.5	0.5	
5.2	277.16	0.5	0.5	virtual
6	279.13	0.5	0.5	
6.3	282.18	0.5	0.4	virtual
7	283.18	0.4	0.4	
7.1	284.18	0.4	0.5	virtual
7.3	286.15	0.5	0.4	virtual
8	287.15	0.4	0.4	
8.1	288.15	0.4	0.4	virtual
8.2	289.19	0.4	0.4	virtual
8.3	290.19	0.4	0.4	virtual
9	291.19	0.4	0.4	
9.1	292.15	0.4	0.4	virtual
9.2	293.15	0.4	0.4	virtual
9.3	294.15	0.4	0.4	virtual
10	295.15	0.4	0.4	
10.1	296.15	0.4	0.5	virtual
10.3	298.19	0.5	0.4	virtual
11	299.19	0.4	0.4	
11.1	300.18	0.4	0.4	virtual
11.2	301.18	0.4	0.4	virtual
11.3	302.18	0.4	0.4	virtual
12	303.18	0.4	0.4	
12.1	304.18	0.4	0.5	virtual
12.3	306.18	0.5	0.4	virtual
13	307.18	0.4	0.4	
13.1	308.18	0.4	0.5	virtual
14	311.27	0.5	0.4	
14.1	312.27	0.4	0.5	virtual
15	315.28	0.5	0.5	
16	319.31	0.5	0.5	
Marker Name	D5S818
5	322.32	0.5	0.5	virtual
6	326.32	0.5	0.5	
7	330.29	0.5	0.5	
8	334.28	0.5	0.5	
9	338.28	0.5	0.5	
10	342.2	0.5	0.4	
10.1	343.2	0.4	0.5	virtual
11	346.22	0.5	0.4	
11.1	347.22	0.4	0.5	virtual
12	350.17	0.5	0.4	
12.1	351.17	0.4	0.5	virtual
12.3	353.12	0.5	0.4	virtual
13	354.12	0.4	0.5	
